from,from_name,to,to_name,distance
10191,Singapore,10027,Beira,4520
10191,Singapore,10028,Belawan,368
10191,Singapore,10029,Berbera,3646
10191,Singapore,10030,Bhavnager,2645
10191,Singapore,10031,Bikini,3591
10191,Singapore,10032,Bombay,2441
10191,Singapore,10034,Brisbane,6450
10191,Singapore,10035,Bur Safaga,4729
10191,Singapore,10036,Busan,2502
10191,Singapore,10037,Bushehr,3737
10191,Singapore,10038,Calcutta,1649
10191,Singapore,10039,Calicut,1942
10191,Singapore,10040,Cape Leeuwin,5445
10191,Singapore,10041,Cape of Good Hope,5579
10191,Singapore,10042,Cebu,1355
10191,Singapore,10043,Chalna,1578
10191,Singapore,10045,Chi-lung,2654
10191,Singapore,10046,Chimu Wan,2046
10191,Singapore,10047,Chittagong,1517
10191,Singapore,10048,Cochin,1853
10191,Singapore,10049,Colombo,1581
10191,Singapore,10050,Dagu,2770
10191,Singapore,10051,Dalian,2612
10191,Singapore,10052,Dampier,6065
10191,Singapore,10053,Dar es Salaam,4042
10191,Singapore,10054,Davao,1532
10191,Singapore,10055,Diego Garcia,2227
10191,Singapore,10056,Djibouti,3769
10191,Singapore,10057,Dumai,200
10191,Singapore,10059,Durban,4872
10191,Singapore,10060,Dutch Harbor,5364
10191,Singapore,10061,East London,5082
10191,Singapore,10064,Eilat,4868
10191,Singapore,10065,Fateh Terminal,3587
10191,Singapore,10067,Fort Dauphin,3975
10191,Singapore,10068,Fremantle,5342
10191,Singapore,10069,Galle,1502
10191,Singapore,10070,Guayaquil,10726
10191,Singapore,10071,Gunsan,2664
10191,Singapore,10072,Haiphong,3492
10191,Singapore,10073,Hakodate,3160
10191,Singapore,10074,Hankou,2799
10191,Singapore,10075,Higashi-Iwase,3173
10191,Singapore,10076,Ho Chi Minh,649
10191,Singapore,10077,Hong Kong,1454
10191,Singapore,10078,Honolulu,5881
10191,Singapore,10079,Honshu,2879
10191,Singapore,10080,Hua-lien Kang,2740
10191,Singapore,10081,Iloilo,1268
10191,Singapore,10082,Incheon,2560
10191,Singapore,10084,Jakarta,525
10191,Singapore,10085,Jaluit,5345
10191,Singapore,10086,Kakinada,1593
10191,Singapore,10087,Karachi,2882
10191,Singapore,10088,Kobe,2689
10191,Singapore,10089,Kodiak,6020
10191,Singapore,10090,Kompong Som,638
10191,Singapore,10091,Kota Kinabalu,832
10191,Singapore,10092,Kuching,443
10191,Singapore,10094,Levuka,6735
10191,Singapore,10095,Lianyungang,2621
10191,Singapore,10096,Lo hsing-ta Mao-ti,1817
10191,Singapore,10097,Los Angeles,7867
10191,Singapore,10099,Madras,1583
10191,Singapore,10100,Maizuru,3007
10191,Singapore,10101,Majunga,3845
10191,Singapore,10102,Makassar,1070
10191,Singapore,10103,Malacca,117
10191,Singapore,10104,Malakal,2006
10191,Singapore,10105,Manila,1330
10191,Singapore,10106,Maputo,4769
10191,Singapore,10107,Marmagao,2217
10191,Singapore,10108,Massawa,4019
10191,Singapore,10109,Midway Island,4828
10191,Singapore,10110,Mina Abd Allah,3822
10191,Singapore,10111,Mina al Ahmadi,3825
10191,Singapore,10112,Mina Az Zawr,3803
10191,Singapore,10113,Misumi,2697
10191,Singapore,10114,Mocambique,4080
10191,Singapore,10115,Mogadishu,3611
10191,Singapore,10116,Mogpo,2576
10191,Singapore,10117,Mombasa,3987
10191,Singapore,10118,Mosselbaai,5384
10191,Singapore,10119,Moulmein,2473
10191,Singapore,10120,Mtwara,4042
10191,Singapore,10121,Nagasaki,2413
10191,Singapore,10122,Naha,2686
10191,Singapore,10124,Nakagusuku,2722
10191,Singapore,10125,Nakhodka,3198
10191,Singapore,10126,Nampo,2621
10191,Singapore,10127,Negappattinam,1568
10191,Singapore,10128,Nha Trang Bay,769
10191,Singapore,10129,Nikolayevsk-Na-Amure,3949
10191,Singapore,10132,Noumea,6392
10191,Singapore,10133,Okha,2782
10191,Singapore,10134,Olongapo,1335
10191,Singapore,10137,Otaru,3440
10191,Singapore,10139,Pago Pago,7001
10191,Singapore,10141,Palembang,304
10191,Singapore,10142,Panama,10505
10191,Singapore,10143,Papeete,8114
10191,Singapore,10145,Penang,367
10191,Singapore,10146,Peng-hu Kang,2812
10191,Singapore,10147,Petropavlovsk-Kamchatskiy,4194
10191,Singapore,10148,Phuket,538
10191,Singapore,10149,Ponape,4752
10191,Singapore,10150,Port Augusta,3580
10191,Singapore,10151,Port Blair,929
10191,Singapore,10152,Port Darwin,5011
10191,Singapore,10153,Port des Galets,3450
10191,Singapore,10154,Port Elizabeth,5209
10191,Singapore,10155,Port Louis,3333
10191,Singapore,10156,Port Pirie,3564
10191,Singapore,10157,Port Said,5035
10191,Singapore,10158,Port Sudan,4751
10191,Singapore,10159,Port Swettenham,210
10191,Singapore,10160,Port Victoria,4193
10191,Singapore,10161,Portland,7142
10191,Singapore,10162,Prince Rupert,6683
10191,Singapore,10163,Pulupandan,1504
10191,Singapore,10164,Punta Arenas,12034
10191,Singapore,10165,Qingdao,2466
10191,Singapore,10166,Qinhuangdao,2875
10191,Singapore,10167,Qui Nhon,856
10191,Singapore,10168,Rabaul,5019
10191,Singapore,10169,Rangoon,1109
10191,Singapore,10170,Ras al Khafji,3799
10191,Singapore,10171,Ras as Sidr,4902
10191,Singapore,10172,Ras Gharib,4827
10191,Singapore,10173,Ras Tannurah,3701
10191,Singapore,10174,Rongelap,3669
10191,Singapore,10175,Sabang,601
10191,Singapore,10177,San Diego,7603
10191,Singapore,10178,San Fernando,1379
10191,Singapore,10179,San Francisco,7353
10191,Singapore,10180,Sanmen Wen,2477
10191,Singapore,10182,Seattle,7062
10191,Singapore,10184,Selat Lombok,963
10191,Singapore,10186,Selat Sunda,532
10191,Singapore,10187,Selat Wetar,1587
10191,Singapore,10188,Shanghai,2207
10191,Singapore,10189,Shantou,2915
10191,Singapore,10190,Shimonoseki,2527
10191,Singapore,10192,Sitka,6433
10191,Singapore,10193,Sorido,2202
10191,Singapore,10194,Sorong,1894
10191,Singapore,10199,Suakin,4251
10191,Singapore,10200,Su-ao Kang,2705
10191,Singapore,10202,Surabaya,763
10191,Singapore,10204,Suva,6674
10191,Singapore,10205,Sydney,6849
10191,Singapore,10206,Tai-tung Kang,2819
10191,Singapore,10207,Tamatave,3675
10191,Singapore,10208,Tandjung Uban,27
10191,Singapore,10209,Tanga,4037
10191,Singapore,10210,Tarakan,1286
10191,Singapore,10212,Telukbayur,1011
10191,Singapore,10213,Tianjin,2947
10191,Singapore,10214,Tjirebon,624
10191,Singapore,10216,Torres Strait,7290
10191,Singapore,10217,Trincomalee,3659
10191,Singapore,10218,Truk,3052
10191,Singapore,10219,Tsugaru-Kaikyo,3343
10191,Singapore,10220,Tsuruga,3030
10191,Singapore,10221,Umm Said,3630
10191,Singapore,10222,Valparaiso,12355
10191,Singapore,10223,Vancouver,7078
10191,Singapore,10224,Victoria,762
10191,Singapore,10225,Vinh Cam Ranh,786
10191,Singapore,10226,Vishakhapatnam,2107
10191,Singapore,10228,Vladivostok,3004
10191,Singapore,10229,Wakamatsu,2748
10191,Singapore,10230,Wake Island,4757
10191,Singapore,10231,Wake Island ,3885
10191,Singapore,10232,Wallaroo,3500
10191,Singapore,10233,Weihai,2548
10191,Singapore,10234,Weipa,7285
10191,Singapore,10235,Wenzhou,2572
10191,Singapore,10236,Weonsan,2808
10191,Singapore,10238,Whyalla,3546
10191,Singapore,10239,Wotho,3614
10191,Singapore,10240,Xiamen,1649
10191,Singapore,10241,Yantai,2582
10191,Singapore,10242,Yenbo,4944
10191,Singapore,10243,Yokohama,2889
10191,Singapore,10244,Zamboanga,1197
10191,Singapore,10245,Zanzibar,4060
10191,Singapore,10246,Zhenjiang,1333
